c_fullname	agg_count	agg_date
\ACT\Visit Details\Age at visit\0-9 years old\9 years old\	8653	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\10-17 years old\17 years old\	10943	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\26 years old\	34180	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\29 years old\	33090	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\	61291	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\45-54 years old\54 years old\	26972	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\58 years old\	23547	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\71 years old\	13570	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\72 years old\	10141	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\75-84 years old\77 years old\	9455	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\85-89 years old\89 years old\	3018	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\ > 10 days\	2072	2021-02-10 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\UMLS_C0086143\	91040	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\	90957	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\SNOMED_3947183016\	88161	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\SNOMED_3947197012\ICD10CM_J12.89\	88166	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\AUTOIMMUNE_DISEASE\A17786848\A17786851\	15	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\PREGNANT\A17785972\A17798684\A17875285\	6057	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\	41548	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\MODERATE_DISEASE\	1123	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\MODERATE_DISEASE\SUPPLEMENTAL_OXYGEN\UMLS_C4534306\	1124	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_DIAGNOSIS\	10122	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_DIAGNOSIS\ECMO\UMLS_C0015357\	4765	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_DIAGNOSIS\INTUBATION\	2795	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\	11838	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\3992\	10080	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\	68650	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22743214\	35590	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22750660\	18169	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22769667\	35584	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\	15466	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\5640\370674\198405\	1129	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\	113787	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\PREGNANT\	6058	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\PREGNANT\A17785972\	6050	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\DEM_VITAL_STATUS_DECEASED\	24156	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029104\7512\	1743	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029104\7512\1745276\	1743	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029104\7512\1745276\242969\	1739	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\68139\375623\	44	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\8782\	40	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\8782\1808216\1808217\	25	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22740527\A18220667\	18173	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22744650\	18173	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22764119\A18257317\	35591	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22768753\A18111239\	18168	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22774197\A18272971\	18172	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\	50715	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029110\67108\727722\854228\	220	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029299\32968\	7099	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029362\68139\	37	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\7258\373005\849574\	11471	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\	2160	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA02\5521\370656\979092\	219	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0348080\UMLS_C0948245\	1740	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0348080\UMLS_C0948245\A17854424\A17777776\	1748	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1444343\SUPPLEMENTAL_OXYGEN\UMLS_C4534306\	1132	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1510665\SETTING_ER\ER_Visit\	48113	2021-02-04 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\02 months\	402	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\06 months\	1944	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\	10339	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\18 months\	310	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\	85577	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\24 years old\	34489	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\33 years old\	31479	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\43 years old\	29427	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\56 years old\	25264	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\63 years old\	20051	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\66 years old\	17345	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\69 years old\	15017	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\73 years old\	12185	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\85-89 years old\86 years old\	4068	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\10 days\	69	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\3 days\	83	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\4 days\	62	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\9 days\	67	2021-02-10 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029110\67108\727722\854252\	11563	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA01\	139	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0021081\	235	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0021081\72435\727708\727711\	71	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0348080\	19508	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0348080\A17800858\	19498	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0348080\UMLS_C0948245\A20133139\	1741	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1444343\MECHANICAL_VENT\VENT_DIAGNOSIS\	1258	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1510665\SETTING_ER\ER_visit_admit_to_inpatient\	-1	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1510665\SETTING_INPATIENT\Inpatient_visit\	40044	2021-02-04 00:00:00.000
\ACT\Visit Details\Age at visit\>= 65 years old\	27835	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\	2659	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\05 months\	2028	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\15 months\	2017	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\16 months\	2343	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\21 months\	335	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\26 months\	2468	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\8 years old\	3468	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\10-17 years old\	37490	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\19 years old\	39813	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\25 years old\	39236	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\27 years old\	33680	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\30 years old\	32700	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\36 years old\	30000	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\41 years old\	29557	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\45-54 years old\46 years old\	32263	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\45-54 years old\50 years old\	30417	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\75-84 years old\80 years old\	7828	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\85-89 years old\88 years old\	3347	2021-02-10 00:00:00.000
\ACT\Visit Details\Visit type\Inpatient visit\	40036	2021-02-10 00:00:00.000
\ACT\Visit Details\Visit type\Outpatient visit\	59545	2021-02-10 00:00:00.000
\ACT\UMLS_C0031437\	122744	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\TotalPatientCount\	124148	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0022885\	91029	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\AUTOIMMUNE_DISEASE\A17786848\	3936	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_DIAGNOSIS\ECMO\	4752	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_DIAGNOSIS\INTUBATION\UMLS_C0021925\	2804	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_DIAGNOSIS\MECHANICAL_VENT\UMLS_C0199470\	2914	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\3992\1660013\	673	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\3992\1661387\	9432	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\7512\1745276\	1747	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\8782\1808216\	36	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22743214\A18193258\	42	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22743315\A18297520\	18207	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22757591\	18176	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22768753\	18170	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22769667\A18293666\	35583	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22778546\A18356247\	18177	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\1191\370611\	176	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\7258\373005\	12099	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029110\67108\727722\854235\	17421	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029127\4603\1719285\	6137	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029141\6960\379133\	25	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029362\	39	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\11124\	2010	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\11124\1807507\	2020	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA01\2393\371407\	142	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003374\ATC_P01BA01\2393\371407\1116758\	155	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0021081\ATC_L04AC07\	150	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1444343\ECMO\	4762	2021-02-04 00:00:00.000
\ACT\Visit Details\Age at visit\>= 90 years old\	3225	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\01 months\	1470	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\04 months\	430	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\17 months\	2605	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\34 months\	2480	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\35 months\	2471	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\5 years old\	10565	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\10-17 years old\15 years old\	11399	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\10-17 years old\16 years old\	11472	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\22 years old\	40101	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\35 years old\	30869	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\42 years old\	34344	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\44 years old\	33147	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\45-54 years old\51 years old\	29485	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\45-54 years old\52 years old\	28392	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\75-84 years old\82 years old\	6305	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\85-89 years old\	4910	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\7 days\	60	2021-02-10 00:00:00.000
\ACT\Visit Details\Visit type\	87353	2021-02-10 00:00:00.000
\ACT\Visit Details\Visit type\ER visit\	48102	2021-02-10 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\SNOMED_3947183016\ICD10CM_U07.1\	88174	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\UMLS_C0478147\	88457	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\	105569	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\AUTOIMMUNE_DISEASE\A17786848\A17838035\	3929	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\AUTOIMMUNE_DISEASE\A17786848\A17838035\A17812462\	3906	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\AUTOIMMUNE_DISEASE\A17865181\	20	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\AUTOIMMUNE_DISEASE\A17865181\A17852421\	16	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_DIAGNOSIS\MECHANICAL_VENT\	2905	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_LABS\	8730	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\3992\1660013\1660014\	679	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_MEDS\3992\1661387\1870230\	9422	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22740762\	8727	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22757591\A18293638\	18168	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22778546\	18179	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\LABS_OF_INTEREST\A22782521\A18145632\	35	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\EPC_C3536840\1191\370611\243670\	171	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029104\3992\	10085	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029110\	22224	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029141\	30	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029141\6960\379133\311700\	36	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\NUI_N0000029141\8782\	31	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C0013227\UMLS_C0003232\11124\375983\	-1	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1444343\MECHANICAL_VENT\VENT_DIAGNOSIS\DRG_475\	1267	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\UMLS_C1510665\SETTING_AMBULATORY\Outpatient_visit\	59557	2021-02-04 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\0 years old\07 months\	2083	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\1 years old\19 months\	311	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\25 months\	2466	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\30 months\	2464	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\33 months\	2471	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\0-9 years old\2 years old\36 months\	2464	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\10-17 years old\12 years old\	9477	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\10-17 years old\13 years old\	10315	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\10-17 years old\14 years old\	11993	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\18-34 years old\23 years old\	34995	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\35-44 years old\40 years old\	35728	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\45-54 years old\	50317	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\45-54 years old\45 years old\	29454	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\61 years old\	21628	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\62 years old\	20789	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\55-64 years old\64 years old\	19453	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\	25115	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\65-74 years old\65 years old\	18131	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\75-84 years old\81 years old\	6907	2021-02-10 00:00:00.000
\ACT\Visit Details\Age at visit\75-84 years old\83 years old\	5659	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\1 day\	83	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\2 days\	69	2021-02-10 00:00:00.000
\ACT\Visit Details\Length of stay\8 days\	53	2021-02-10 00:00:00.000
\ACT\Visit Details\Visit type\Non-Acute visit\	-1	2021-02-10 00:00:00.000
\ACT\Visit Details\Visit type\Other Outpatient visit\	-1	2021-02-10 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0037088\SNOMED_3947197012\ICD10CM_J80\	2406	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\ACT_COVID_DERIVED_VARIABLES\PREGNANT\A17785972\A17875284\	6057	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\MODERATE_DISEASE\SUPPLEMENTAL_OXYGEN\	1128	2021-02-04 00:00:00.000
\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0242656\DISEASE_SEVERITY\SEVERE_DISEASE\SEVERE_LABS\A22757334\	8740	2021-02-04 00:00:00.000
